,,,,,,,,,,,,Final Count,Indexed,Index Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Total Links,4660,,,,,4660,500,10.73%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Total Costs,"$9,320",,,,,"$9,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order No.,Client,Campaign Code,Campaign Name,BD,Keyword ,Target URL ,No. of Links for October 2025,"Backlinks (URL)
For Vendor (Do Follow Spin Links)",DA,"Backlinks (URL)
For Vendor (Do Follow Spin Links)",DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA,Backlinks (URL),DA
1,,,Asiarecs https://www.asiarecs.com.my/ (Asiarecs Malaysia SEO - May 2025 Renewal),Kanikka,carbon credit malaysia,https://asiarecs.com.my/collections/carbon-credit,10,,,,,https://medium.com/@aaron78341_45282/carbon-credit-malaysia-a-way-to-move-toward-a-sustainable-economy-303082c079b6?postPublishedType=initial,98,https://georgemathew775.weebly.com/blog/the-future-of-green-investment-carbon-credit-malaysia,95,https://www.diigo.com/item/note/5ujm1/73hm?k=9e84321e00c122db96e9eb595308d54b,92,https://mediosindependientes.org/corporate-responsibility-and-carbon-credit-malaysia/,65,https://www.universalhunt.com/articles/forest-conservation-through-carbon-credit-malaysia/137129,40,https://insadreams.wordpress.com/2025/12/03/how-carbon-credit-malaysia-benefits-local-communities/,95,https://www.pearltrees.com/georgemathew7777/item765922000,85,https://information-hub2.blogspot.com/2025/12/challenges-and-innovations-in-carbon.html,98,https://theunionherald.com/the-role-of-esg-in-advancing-carbon-credit-malaysia/,42,https://downloadorsave.com/carbon-credit-malaysia-a-roadmap-to-net-zero/,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,,Kanikka,carbon credits,https://asiarecs.com.my/,10,,,,,https://weeklyminds.com/unlocking-economic-potential-through-carbon-credits/,55,https://www.tumblr.com/coolgeorge714/801822097573904384/a-beginners-guide-on-eyebrow-embroidery?,90,https://newstodaygroup.com/carbon-credits-a-tool-for-corporate-sustainability/,57,https://penzu.com/public/74dbf5bf5d728c86,77,https://blogfreely.net/markalina750/the-future-of-carbon-credits-in-green-finance,40,https://corpweekly.com/carbon-credits-and-their-role-in-renewable-energy-adoption/,53,https://peopletimesnow.com/technological-innovations-shaping-carbon-credits/,58,https://georgemathew.mystrikingly.com/blog/carbon-credits-asan-incentive-for-ecological-restoration,93,https://sites.google.com/view/carbon-credits-5869/home,97,https://forbesherald.com/the-risks-and-ethical-considerations-of-carbon-credits/,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,Asiarecs https://www.asiarecs.com.my/ (Asiarecs Malaysia SEO - May 2025 Renewal),Kanikka,"carbon offset",https://asiarecs.com.my/,10,,,,,https://weeklysiliconvalley.com/carbon-offsets-a-way-to-be-responsible-for-the-environment/,75,https://bcss8.com/how-carbon-offset-programs-reduce-global-emissions/,60,https://www.dailystrength.org/journals/carbon-offset-strategies-for-sustainable-businesses,80,https://nydailyinsider.com/the-science-behind-effective-carbon-offset-projects/,61,https://storifybuzz.com/carbon-offset-and-the-transition-to-net-zero/,53,https://buzzpedia.org/comparing-market-approaches-to-carbon-offset/,54,https://infophilly.com/carbon-offset-in-aviation-challenges-and-progress/,42,https://readwriteblog.com/how-individuals-can-participate-in-carbon-offset-initiatives/,60,https://thehubpost.net/measuring-impact-what-makes-a-carbon-offset-credible/,57,https://mediosindependientes.org/forest-restoration-as-a-natural-carbon-offset/,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,Asiarecs https://www.asiarecs.com.my/ (Asiarecs Malaysia SEO - May 2025 Renewal),Kanikka,credit carbon price,https://asiarecs.com.my/products/carbon-credit-malaysia-forestry-v2021?_pos=2&_fid=c2095a5fe&_ss=c,10,,,,,https://www.linkedin.com/pulse/growing-importance-climate-action-learning-credit-carbon-gour-efzsc/,98,https://thelivejournal.com/credit-carbon-price-as-a-driver-of-clean-technology-adoption/,40,https://justpaste.it/ei1zr,94,https://13tka.com/what-businesses-need-to-know-about-credit-carbon-price/,43,https://getfoureyes.com/s/0PSdT/,48,https://businessnyo.com/the-relationship-between-supply-and-demand-in-credit-carbon-price/,60,https://digipressly.com/why-the-credit-carbon-price-matters-for-climate-finance/,54,https://ladailymagazine.com/comparing-voluntary-and-compliance-markets-for-credit-carbon-price/,55,https://entrepreneurpost.net/investment-strategies-in-a-high-credit-carbon-price-environment/,57,https://ytvideodownload.net/2025/12/03/credit-carbon-price-and-the-incentive-for-renewable-energy/,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,(PSG A) 347 https://ashvinlaw.com/ (Ashvin Law Corporation),Desiree,criminal defence attorney,https://ashvinlaw.com/criminal-defence-lawyer-singapore/,10,,,,,https://medium.com/@aaron78341_45282/how-to-beat-a-felony-charge-and-avoid-prison-time-eb9cef0b22dd?postPublishedType=initial,98,https://georgemathew775.weebly.com/blog/why-you-need-a-criminal-defence-attorney-when-facing-charges,95,https://www.diigo.com/item/note/5ujm1/agsi?k=8cba7f02c6a9f34725f0d4a3e5551b01,92,https://mediosindependientes.org/criminal-defence-attorney-your-first-line-of-defence-in-legal-trouble/,65,https://www.universalhunt.com/articles/understanding-the-role-of-a-criminal-defence-attorney/136806,40,https://insadreams.wordpress.com/2025/11/21/proven-criminal-defence-attorney-for-tough-courtroom-battles/,95,https://www.pearltrees.com/georgemathew7766/item762830866,85,https://information-hub2.blogspot.com/2025/11/criminal-defence-attorney-services-what.html,98,https://theunionherald.com/leading-criminal-defence-attorney-fighting-for-your-freedom/,42,https://downloadorsave.com/finding-the-right-criminal-defence-attorney-for-your-situation/,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,,,TheEconsDon https://theeconsdon.com/ (SEO 12 Months),Desiree,economics tuition,https://theeconsdon.com/,10,,,,,https://weeklyminds.com/notable-benefits-of-economics-tuition/,55,https://www.tumblr.com/coolgeorge714/800804725348007936/why-singapore-loves-dining-at-authentic-italian?,90,https://newstodaygroup.com/excel-in-micro-macro-with-specialist-economics-tuition/,57,https://penzu.com/public/10b26661c16e302a,77,https://blogfreely.net/markalina750/learn-faster-and-smarter-with-premium-economics-tuition,40,https://corpweekly.com/achieve-exam-success-through-structured-economics-tuition/,53,https://peopletimesnow.com/score-higher-with-comprehensive-economics-tuition-support/,58,https://georgemathew.mystrikingly.com/blog/top-ratedeconomics-tuition-for-strong-exam-performance,93,https://sites.google.com/view/economics-tuition-/home,97,https://forbesherald.com/master-jc-secondary-economics-with-proven-tuition-methods/,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,,TheEconsDon https://theeconsdon.com/ (SEO 12 Months),Desiree,jc2 economics tuition,https://theeconsdon.com/,10,,,,,https://weeklysiliconvalley.com/top-things-to-look-for-in-your-jc-economics-tuition-center/,75,https://bcss8.com/jc2-economics-tuition-that-simplifies-concepts-and-maximises-marks/,60,https://www.dailystrength.org/journals/level-up-your-a-level-prep-with-specialised-jc2-econs-tuition,80,https://nydailyinsider.com/jc2-economics-tuition-proven-strategies-to-excel-in-csq-essays/,61,https://storifybuzz.com/achieve-a-level-excellence-with-structured-jc2-economics-tuition/,53,https://buzzpedia.org/from-struggling-to-scoring-the-power-of-quality-jc2-econs-tuition/,54,https://infophilly.com/jc2-economics-tuition-designed-for-faster-understanding-higher-scores/,42,https://readwriteblog.com/effective-jc2-econs-tuition-for-busy-students-who-need-results/,60,https://thehubpost.net/how-jc2-economics-tuition-helps-you-avoid-common-exam-pitfalls/,57,https://mediosindependientes.org/boost-your-essay-case-study-skills-with-jc2-economics-tuition/,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
